timestamp,proceso,error_level,error_message,mensaje,log_category
2026-09-11 08:02:35.860,spid26s,0.0,"[2]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0","[2]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0",INFO
2026-09-11 08:02:35.870,spid26s,0.0,Starting up database 'tempdb'.,Starting up database 'tempdb'.,STARTUP
2026-09-11 08:02:36.800,spid24s,0.0,Using 'dbghelp.dll' version '4.0.5',Using 'dbghelp.dll' version '4.0.5',INFO
2026-09-11 08:02:37.290,spid26s,0.0,The tempdb database has 8 data file(s).,The tempdb database has 8 data file(s).,INFO
2026-09-11 08:02:37.320,spid70s,0.0,The Service Broker endpoint is in disabled or stopped state.,The Service Broker endpoint is in disabled or stopped state.,INFO
2026-09-11 08:02:37.320,spid70s,0.0,The Database Mirroring endpoint is in disabled or stopped state.,The Database Mirroring endpoint is in disabled or stopped state.,INFO
2026-09-11 08:02:37.360,spid70s,0.0,Service Broker manager has started.,Service Broker manager has started.,STARTUP
2026-09-11 08:02:38.050,spid68s,0.0,Recovery of database 'SteelNort' (5) is 1% complete (approximately 177 seconds remain). Phase 2 of 3. This is an informational message only. No user action is required.,Recovery of database 'SteelNort' (5) is 1% complete (approximately 177 seconds remain). Phase 2 of 3. This is an informational message only. No user action is required.,STARTUP
2026-09-11 08:02:39.190,spid68s,0.0,33673 transactions rolled forward in database 'SteelNort' (5:0). This is an informational message only. No user action is required.,33673 transactions rolled forward in database 'SteelNort' (5:0). This is an informational message only. No user action is required.,INFO
2026-09-11 08:02:39.270,spid68s,0.0,0 transactions rolled back in database 'SteelNort' (5:0). This is an informational message only. No user action is required.,0 transactions rolled back in database 'SteelNort' (5:0). This is an informational message only. No user action is required.,INFO
2026-09-11 08:02:39.280,spid68s,0.0,Recovery is writing a checkpoint in database 'SteelNort' (5). This is an informational message only. No user action is required.,Recovery is writing a checkpoint in database 'SteelNort' (5). This is an informational message only. No user action is required.,STARTUP
2026-09-11 08:02:39.420,spid68s,0.0,"Recovery completed for database SteelNort (database ID 5) in 4 second(s) (analysis 2493 ms, redo 1145 ms, undo 54 ms [system undo 0 ms, regular undo 0 ms].) ADR-enabled=0, Is primary=1, OL-Enabled=0. This is an informational message only. No user action is required.","Recovery completed for database SteelNort (database ID 5) in 4 second(s) (analysis 2493 ms, redo 1145 ms, undo 54 ms [system undo 0 ms, regular undo 0 ms].) ADR-enabled=0, Is primary=1, OL-Enabled=0. This is an informational message only. No user action is required.",STARTUP
2026-09-11 08:02:39.430,spid68s,0.0,Parallel redo is shutdown for database 'SteelNort' with worker pool size [3].,Parallel redo is shutdown for database 'SteelNort' with worker pool size [3].,INFO
2026-09-11 08:02:39.450,spid23s,0.0,Recovery is complete. This is an informational message only. No user action is required.,Recovery is complete. This is an informational message only. No user action is required.,STARTUP
2026-09-11 08:03:22.000,spid78,0.0,Attempting to load library 'xpstar.dll' into memory. This is an informational message only. No user action is required.,Attempting to load library 'xpstar.dll' into memory. This is an informational message only. No user action is required.,INFO
2026-09-11 08:03:22.050,spid78,0.0,Using 'xpstar.dll' version '2022.160.4265' to execute extended stored procedure 'xp_readerrorlog'. This is an informational message only; no user action is required.,Using 'xpstar.dll' version '2022.160.4265' to execute extended stored procedure 'xp_readerrorlog'. This is an informational message only; no user action is required.,ERROR
2026-09-11 08:09:19.880,spid59,0.0,Attempting to load library 'xplog70.dll' into memory. This is an informational message only. No user action is required.,Attempting to load library 'xplog70.dll' into memory. This is an informational message only. No user action is required.,INFO
2026-09-11 08:09:19.920,spid59,0.0,Using 'xplog70.dll' version '2022.160.4265' to execute extended stored procedure 'xp_msver'. This is an informational message only; no user action is required.,Using 'xplog70.dll' version '2022.160.4265' to execute extended stored procedure 'xp_msver'. This is an informational message only; no user action is required.,INFO
